epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.33203125,9.999999747378752e-05,1.8932873010635376,0.6725000143051147,0.9865731596946716
1,0.6932812333106995,9.999999747378752e-05,0.8480451107025146,0.7049999833106995,0.8471019268035889
2,0.8095312714576721,9.999999747378752e-05,0.5382131934165955,0.6875,0.9737992286682129
